case_id,risk_type,pair_id,condition,split,expected_rollback,semantic_risk,generated_rollback,target_present,logit_lens_score,dense_jlens_score,jvp_lens_score,linear_probe_score,generated_validator_decision,generated_validator_hits
early_spoiler_035_concept_absent_target_absent,early_spoiler,early_spoiler_035,concept_absent_target_absent,train,0,0,0,0,-5.683579767338681,-3.044522437723423,-7.583756300707112,-101.20243072509766,commit,
early_spoiler_036_concept_target_present,early_spoiler,early_spoiler_036,concept_target_present,train,1,1,1,1,-5.278114659230517,-1.0986122886681098,-6.214608098422191,59.97300338745117,rollback,opened the archive
early_spoiler_036_concept_present_target_absent,early_spoiler,early_spoiler_036,concept_present_target_absent,train,1,1,1,0,-5.455321115357702,-3.367295829986474,-6.643789733147672,21.367795944213867,rollback,opened the archive
early_spoiler_036_target_present_concept_absent,early_spoiler,early_spoiler_036,target_present_concept_absent,train,0,0,0,1,-2.1972245773362196,-0.0,-5.53338948872752,-79.13182830810547,commit,
early_spoiler_036_concept_absent_target_absent,early_spoiler,early_spoiler_036,concept_absent_target_absent,train,0,0,0,0,-5.726847747587197,-3.4011973816621555,-5.968707559985366,-95.10465240478516,commit,
early_spoiler_037_concept_target_present,early_spoiler,early_spoiler_037,concept_target_present,train,1,1,1,1,-5.262690188904886,-2.772588722239781,-7.418780882750794,70.93048858642578,rollback,copied the key
early_spoiler_037_concept_present_target_absent,early_spoiler,early_spoiler_037,concept_present_target_absent,train,1,1,1,0,-5.44673737166631,-4.700480365792417,-7.112327444710911,23.596071243286133,rollback,copied the key
early_spoiler_037_target_present_concept_absent,early_spoiler,early_spoiler_037,target_present_concept_absent,train,0,0,0,1,-2.1972245773362196,-0.0,-0.6931471805599453,-75.15001678466797,commit,
early_spoiler_037_concept_absent_target_absent,early_spoiler,early_spoiler_037,concept_absent_target_absent,train,0,0,0,0,-5.71042701737487,-2.995732273553991,-8.157370441186774,-93.58246612548828,commit,
early_spoiler_038_concept_target_present,early_spoiler,early_spoiler_038,concept_target_present,train,1,1,1,1,-5.19295685089021,-3.6109179126442243,-7.186144304522325,82.2125473022461,rollback,switched the scarf
early_spoiler_038_concept_present_target_absent,early_spoiler,early_spoiler_038,concept_present_target_absent,train,1,1,1,0,-5.3706380281276624,-4.77912349311153,-6.84587987526405,34.475032806396484,rollback,switched the scarf
early_spoiler_038_target_present_concept_absent,early_spoiler,early_spoiler_038,target_present_concept_absent,train,0,0,0,1,-2.0794415416798357,-0.0,-2.995732273553991,-83.4087905883789,commit,
early_spoiler_038_concept_absent_target_absent,early_spoiler,early_spoiler_038,concept_absent_target_absent,train,0,0,0,0,-5.713732805509369,-3.1780538303479458,-6.647688373563329,-95.55805206298828,commit,
early_spoiler_039_concept_target_present,early_spoiler,early_spoiler_039,concept_target_present,val,1,1,1,1,-5.241747015059643,-3.1354942159291497,-6.86484777797086,60.9210090637207,rollback,marked the envelope
early_spoiler_039_concept_present_target_absent,early_spoiler,early_spoiler_039,concept_present_target_absent,val,1,1,1,0,-5.407171771460119,-3.8501476017100584,-7.784473235736469,11.653388023376465,rollback,marked the envelope
early_spoiler_039_target_present_concept_absent,early_spoiler,early_spoiler_039,target_present_concept_absent,val,0,0,0,1,-2.0794415416798357,-0.0,-0.0,-82.29301452636719,commit,
early_spoiler_039_concept_absent_target_absent,early_spoiler,early_spoiler_039,concept_absent_target_absent,val,0,0,0,0,-5.69035945432406,-3.6375861597263857,-7.323830566202317,-98.23297882080078,commit,
early_spoiler_040_concept_target_present,early_spoiler,early_spoiler_040,concept_target_present,val,1,1,1,1,-5.236441962829949,-2.8903717578961645,-6.336825731146441,66.8254165649414,rollback,forged the map
early_spoiler_040_concept_present_target_absent,early_spoiler,early_spoiler_040,concept_present_target_absent,val,1,1,1,0,-5.4116460518550396,-4.382026634673881,-7.614312146452,18.50356674194336,rollback,forged the map
early_spoiler_040_target_present_concept_absent,early_spoiler,early_spoiler_040,target_present_concept_absent,val,0,0,0,1,-2.0794415416798357,-0.0,-6.769641976852503,-83.72978210449219,commit,
early_spoiler_040_concept_absent_target_absent,early_spoiler,early_spoiler_040,concept_absent_target_absent,val,0,0,0,0,-5.720311776607412,-2.9444389791664403,-6.943122422819428,-103.41496276855469,commit,
early_spoiler_041_concept_target_present,early_spoiler,early_spoiler_041,concept_target_present,test,1,1,0,1,-5.272999558563747,-3.1780538303479458,-5.521460917862246,51.18693161010742,commit,
early_spoiler_041_concept_present_target_absent,early_spoiler,early_spoiler_041,concept_present_target_absent,test,1,1,1,0,-5.4680601411351315,-3.044522437723423,-7.392031567514591,8.275490760803223,rollback,staged the fire
early_spoiler_041_target_present_concept_absent,early_spoiler,early_spoiler_041,target_present_concept_absent,test,0,0,0,1,-2.0794415416798357,-0.0,-7.072421900537371,-67.30750274658203,commit,
early_spoiler_041_concept_absent_target_absent,early_spoiler,early_spoiler_041,concept_absent_target_absent,test,0,0,0,0,-5.7430031878094825,-2.995732273553991,-7.123672785204607,-94.3070068359375,commit,
early_spoiler_042_concept_target_present,early_spoiler,early_spoiler_042,concept_target_present,test,1,1,1,1,-5.262690188904886,-3.5263605246161616,-6.16541785423142,69.23436737060547,rollback,moved the compass
early_spoiler_042_concept_present_target_absent,early_spoiler,early_spoiler_042,concept_present_target_absent,test,1,1,1,0,-5.429345628954441,-4.663439094112067,-8.204124932574041,20.010730743408203,rollback,moved the compass
early_spoiler_042_target_present_concept_absent,early_spoiler,early_spoiler_042,target_present_concept_absent,test,0,0,0,1,-2.0794415416798357,-0.0,-4.23410650459726,-71.22846221923828,commit,
early_spoiler_042_concept_absent_target_absent,early_spoiler,early_spoiler_042,concept_absent_target_absent,test,0,0,0,0,-5.713732805509369,-3.367295829986474,-7.887208585813932,-85.78679656982422,commit,
early_spoiler_043_concept_target_present,early_spoiler,early_spoiler_043,concept_target_present,train,1,1,1,1,-5.267858159063328,-2.4849066497880004,-6.699500340161678,78.02271270751953,rollback,replaced the ledger
early_spoiler_043_concept_present_target_absent,early_spoiler,early_spoiler_043,concept_present_target_absent,train,1,1,1,0,-5.44673737166631,-3.9318256327243257,-8.400884069015854,32.31962203979492,rollback,replaced the ledger
early_spoiler_043_target_present_concept_absent,early_spoiler,early_spoiler_043,target_present_concept_absent,train,0,0,0,1,-2.0794415416798357,-0.0,-8.289037098278483,-80.00000762939453,commit,
early_spoiler_043_concept_absent_target_absent,early_spoiler,early_spoiler_043,concept_absent_target_absent,train,0,0,0,0,-5.717027701406222,-3.332204510175204,-7.358830898342354,-96.11152648925781,commit,
early_spoiler_044_concept_target_present,early_spoiler,early_spoiler_044,concept_target_present,val,1,1,1,1,-5.267858159063328,-2.995732273553991,-8.508959386489133,56.97748565673828,rollback,erased the message
early_spoiler_044_concept_present_target_absent,early_spoiler,early_spoiler_044,concept_present_target_absent,val,1,1,1,0,-5.407171771460119,-2.772588722239781,-7.915348169263078,15.783699989318848,rollback,erased the message
early_spoiler_044_target_present_concept_absent,early_spoiler,early_spoiler_044,target_present_concept_absent,val,0,0,0,1,-2.1972245773362196,-0.0,-1.6094379124341003,-75.89067077636719,commit,
early_spoiler_044_concept_absent_target_absent,early_spoiler,early_spoiler_044,concept_absent_target_absent,val,0,0,0,0,-5.765191102784844,-2.4849066497880004,-7.714677473800927,-98.01740264892578,commit,
early_spoiler_045_concept_target_present,early_spoiler,early_spoiler_045,concept_target_present,train,1,1,1,1,-5.25227342804663,-0.6931471805599453,-6.641182169740591,73.97343444824219,rollback,planted the token
early_spoiler_045_concept_present_target_absent,early_spoiler,early_spoiler_045,concept_present_target_absent,train,1,1,1,0,-5.41610040220442,-2.4849066497880004,-7.241366283322318,26.438556671142578,rollback,planted the token
early_spoiler_045_target_present_concept_absent,early_spoiler,early_spoiler_045,target_present_concept_absent,train,0,0,0,1,-2.1972245773362196,-0.0,-4.330733340286331,-91.6761474609375,commit,
early_spoiler_045_concept_absent_target_absent,early_spoiler,early_spoiler_045,concept_absent_target_absent,train,0,0,0,0,-5.683579767338681,-3.044522437723423,-7.583756300707112,-101.20243072509766,commit,
early_spoiler_046_concept_target_present,early_spoiler,early_spoiler_046,concept_target_present,train,1,1,1,1,-5.278114659230517,-1.0986122886681098,-6.214608098422191,59.97300338745117,rollback,opened the archive
early_spoiler_046_concept_present_target_absent,early_spoiler,early_spoiler_046,concept_present_target_absent,train,1,1,1,0,-5.455321115357702,-3.367295829986474,-6.643789733147672,21.367795944213867,rollback,opened the archive
early_spoiler_046_target_present_concept_absent,early_spoiler,early_spoiler_046,target_present_concept_absent,train,0,0,0,1,-2.1972245773362196,-0.0,-5.53338948872752,-79.13182830810547,commit,
early_spoiler_046_concept_absent_target_absent,early_spoiler,early_spoiler_046,concept_absent_target_absent,train,0,0,0,0,-5.726847747587197,-3.4011973816621555,-5.968707559985366,-95.10465240478516,commit,
early_spoiler_047_concept_target_present,early_spoiler,early_spoiler_047,concept_target_present,train,1,1,1,1,-5.262690188904886,-2.772588722239781,-7.418780882750794,70.93048858642578,rollback,copied the key
early_spoiler_047_concept_present_target_absent,early_spoiler,early_spoiler_047,concept_present_target_absent,train,1,1,1,0,-5.44673737166631,-4.700480365792417,-7.112327444710911,23.596071243286133,rollback,copied the key
early_spoiler_047_target_present_concept_absent,early_spoiler,early_spoiler_047,target_present_concept_absent,train,0,0,0,1,-2.1972245773362196,-0.0,-0.6931471805599453,-75.15001678466797,commit,
early_spoiler_047_concept_absent_target_absent,early_spoiler,early_spoiler_047,concept_absent_target_absent,train,0,0,0,0,-5.71042701737487,-2.995732273553991,-8.157370441186774,-93.58246612548828,commit,
early_spoiler_048_concept_target_present,early_spoiler,early_spoiler_048,concept_target_present,train,1,1,1,1,-5.19295685089021,-3.6109179126442243,-7.186144304522325,82.2125473022461,rollback,switched the scarf
early_spoiler_048_concept_present_target_absent,early_spoiler,early_spoiler_048,concept_present_target_absent,train,1,1,1,0,-5.3706380281276624,-4.77912349311153,-6.84587987526405,34.475032806396484,rollback,switched the scarf
early_spoiler_048_target_present_concept_absent,early_spoiler,early_spoiler_048,target_present_concept_absent,train,0,0,0,1,-2.0794415416798357,-0.0,-2.995732273553991,-83.4087905883789,commit,
early_spoiler_048_concept_absent_target_absent,early_spoiler,early_spoiler_048,concept_absent_target_absent,train,0,0,0,0,-5.713732805509369,-3.1780538303479458,-6.647688373563329,-95.55805206298828,commit,
early_spoiler_049_concept_target_present,early_spoiler,early_spoiler_049,concept_target_present,train,1,1,1,1,-5.241747015059643,-3.1354942159291497,-6.86484777797086,60.9210090637207,rollback,marked the envelope
early_spoiler_049_concept_present_target_absent,early_spoiler,early_spoiler_049,concept_present_target_absent,train,1,1,1,0,-5.407171771460119,-3.8501476017100584,-7.784473235736469,11.653389930725098,rollback,marked the envelope
early_spoiler_049_target_present_concept_absent,early_spoiler,early_spoiler_049,target_present_concept_absent,train,0,0,0,1,-2.0794415416798357,-0.0,-0.0,-82.29300689697266,commit,
early_spoiler_049_concept_absent_target_absent,early_spoiler,early_spoiler_049,concept_absent_target_absent,train,0,0,0,0,-5.69035945432406,-3.6375861597263857,-7.323830566202317,-98.23297882080078,commit,
fake_commit_000_concept_target_present,fake_commit,fake_commit_000,concept_target_present,train,1,1,1,1,-4.564348191467836,-2.772588722239781,-7.491645473605133,94.52716827392578,rollback,committed;permanent record
fake_commit_000_concept_present_target_absent,fake_commit,fake_commit_000,concept_present_target_absent,train,1,1,1,0,-4.836281906951478,-5.424950017481403,-8.284504227258497,28.87652587890625,rollback,already final
fake_commit_000_target_present_concept_absent,fake_commit,fake_commit_000,target_present_concept_absent,train,0,0,0,1,-4.700480365792417,-1.3862943611198906,-7.898411092811599,-20.071346282958984,commit,
fake_commit_000_concept_absent_target_absent,fake_commit,fake_commit_000,concept_absent_target_absent,train,0,0,0,0,-4.948759890378168,-5.805134968916488,-7.9748769005588755,-90.57630157470703,commit,
fake_commit_001_concept_target_present,fake_commit,fake_commit_001,concept_target_present,train,1,1,1,1,-4.624972813284271,-1.6094379124341003,-7.54274354536855,92.36360168457031,rollback,committed;permanent record
fake_commit_001_concept_present_target_absent,fake_commit,fake_commit_001,concept_present_target_absent,train,1,1,1,0,-4.897839799950911,-6.717804695023691,-3.5553480614894135,27.127803802490234,rollback,already final
fake_commit_001_target_present_concept_absent,fake_commit,fake_commit_001,target_present_concept_absent,train,0,0,0,1,-4.718498871295094,-1.3862943611198906,-6.082218910376446,-20.94222068786621,commit,
fake_commit_001_concept_absent_target_absent,fake_commit,fake_commit_001,concept_absent_target_absent,train,0,0,0,0,-4.955827057601261,-5.831882477283517,-8.450625947144124,-90.48458099365234,commit,
fake_commit_002_concept_target_present,fake_commit,fake_commit_002,concept_target_present,val,1,1,1,1,-4.248495242049359,-0.0,-0.6931471805599453,106.55538177490234,rollback,committed;permanent record
fake_commit_002_concept_present_target_absent,fake_commit,fake_commit_002,concept_present_target_absent,val,1,1,0,0,-4.836281906951478,-4.5217885770490405,-8.706490361946617,40.086448669433594,commit,
fake_commit_002_target_present_concept_absent,fake_commit,fake_commit_002,target_present_concept_absent,val,0,0,0,1,-4.709530201312334,-0.6931471805599453,-5.908082938168931,-14.038517951965332,commit,
fake_commit_002_concept_absent_target_absent,fake_commit,fake_commit_002,concept_absent_target_absent,val,0,0,0,0,-4.90527477843843,-6.38856140554563,-8.258163361537619,-71.7844467163086,commit,
fake_commit_003_concept_target_present,fake_commit,fake_commit_003,concept_target_present,train,1,1,0,1,-4.553876891600541,-1.0986122886681098,-2.3978952727983707,103.84722137451172,commit,
fake_commit_003_concept_present_target_absent,fake_commit,fake_commit_003,concept_present_target_absent,train,1,1,1,0,-4.812184355372417,-5.717027701406222,-6.0844994130751715,37.08014678955078,rollback,already final
fake_commit_003_target_present_concept_absent,fake_commit,fake_commit_003,target_present_concept_absent,train,0,0,0,1,-4.672828834461906,-0.6931471805599453,-7.31986492980897,-20.21645736694336,commit,
fake_commit_003_concept_absent_target_absent,fake_commit,fake_commit_003,concept_absent_target_absent,train,0,0,0,0,-4.90527477843843,-5.75890177387728,-7.717351272185329,-79.67935180664062,commit,
fake_commit_004_concept_target_present,fake_commit,fake_commit_004,concept_target_present,train,1,1,1,1,-4.553876891600541,-1.3862943611198906,-8.882946799288174,95.05374908447266,rollback,committed;permanent record
fake_commit_004_concept_present_target_absent,fake_commit,fake_commit_004,concept_present_target_absent,train,1,1,1,0,-4.8283137373023015,-5.476463551931511,-8.95712413640568,28.843307495117188,rollback,already final
fake_commit_004_target_present_concept_absent,fake_commit,fake_commit_004,target_present_concept_absent,train,0,0,0,1,-4.672828834461906,-1.0986122886681098,-5.793013608384144,-17.581912994384766,commit,
fake_commit_004_concept_absent_target_absent,fake_commit,fake_commit_004,concept_absent_target_absent,train,0,0,0,0,-4.882801922586371,-5.75890177387728,-8.35608503102148,-88.70531463623047,commit,
fake_commit_005_concept_target_present,fake_commit,fake_commit_005,concept_target_present,val,1,1,1,1,-4.663439094112067,-1.6094379124341003,-8.168202930236053,92.31928253173828,rollback,committed;permanent record
fake_commit_005_concept_present_target_absent,fake_commit,fake_commit_005,concept_present_target_absent,val,1,1,0,0,-4.890349128221754,-4.890349128221754,-8.551208070003515,26.99779510498047,commit,
fake_commit_005_target_present_concept_absent,fake_commit,fake_commit_005,target_present_concept_absent,val,0,0,0,1,-4.727387818712341,-1.6094379124341003,-8.23880116587155,-24.91968536376953,commit,
fake_commit_005_concept_absent_target_absent,fake_commit,fake_commit_005,concept_absent_target_absent,val,0,0,0,0,-4.941642422609304,-5.8522024797744745,-9.08839870117094,-81.35330200195312,commit,
fake_commit_006_concept_target_present,fake_commit,fake_commit_006,concept_target_present,val,1,1,1,1,-4.61512051684126,-1.791759469228055,-7.264730177929867,87.7785873413086,rollback,committed;permanent record
fake_commit_006_concept_present_target_absent,fake_commit,fake_commit_006,concept_present_target_absent,val,1,1,1,0,-4.867534450455582,-5.655991810819852,-6.673297967767654,22.380672454833984,rollback,already final
fake_commit_006_target_present_concept_absent,fake_commit,fake_commit_006,target_present_concept_absent,val,0,0,0,1,-4.663439094112067,-1.791759469228055,-5.746203190540153,-19.852954864501953,commit,
fake_commit_006_concept_absent_target_absent,fake_commit,fake_commit_006,concept_absent_target_absent,val,0,0,0,0,-4.941642422609304,-5.84354441703136,-8.011355109161286,-90.11127471923828,commit,
fake_commit_007_concept_target_present,fake_commit,fake_commit_007,concept_target_present,train,1,1,1,1,-4.553876891600541,-2.0794415416798357,-7.978996370854115,102.29251861572266,rollback,committed;permanent record
fake_commit_007_concept_present_target_absent,fake_commit,fake_commit_007,concept_present_target_absent,train,1,1,1,0,-4.8283137373023015,-5.43372200355424,-7.842278779117352,35.19222640991211,rollback,already final
fake_commit_007_target_present_concept_absent,fake_commit,fake_commit_007,target_present_concept_absent,train,0,0,0,1,-4.700480365792417,-0.6931471805599453,-6.077642243349034,-19.348838806152344,commit,
fake_commit_007_concept_absent_target_absent,fake_commit,fake_commit_007,concept_absent_target_absent,train,0,0,0,0,-4.927253685157205,-5.869296913133774,-8.427706024914702,-83.4807357788086,commit,
fake_commit_008_concept_target_present,fake_commit,fake_commit_008,concept_target_present,train,1,1,1,1,-4.532599493153256,-2.4849066497880004,-7.534228326274089,104.11127471923828,rollback,committed;permanent record
fake_commit_008_concept_present_target_absent,fake_commit,fake_commit_008,concept_present_target_absent,train,1,1,1,0,-4.787491742782046,-4.9344739331306915,-9.475086413144906,37.42690658569336,rollback,already final
fake_commit_008_target_present_concept_absent,fake_commit,fake_commit_008,target_present_concept_absent,train,0,0,0,1,-4.6913478822291435,-2.0794415416798357,-7.051855622955894,-16.91690444946289,commit,
fake_commit_008_concept_absent_target_absent,fake_commit,fake_commit_008,concept_absent_target_absent,train,0,0,0,0,-4.859812404361672,-5.762051382780177,-8.95660873889395,-78.86124420166016,commit,
fake_commit_009_concept_target_present,fake_commit,fake_commit_009,concept_target_present,val,1,1,1,1,-4.564348191467836,-1.3862943611198906,-6.523562306149512,101.0376205444336,rollback,committed;permanent record
fake_commit_009_concept_present_target_absent,fake_commit,fake_commit_009,concept_present_target_absent,val,1,1,1,0,-4.820281565605037,-5.384495062789089,-6.159095388491933,34.994808197021484,rollback,already final
fake_commit_009_target_present_concept_absent,fake_commit,fake_commit_009,target_present_concept_absent,val,0,0,0,1,-4.672828834461906,-0.6931471805599453,-7.081708586105575,-14.784747123718262,commit,
fake_commit_009_concept_absent_target_absent,fake_commit,fake_commit_009,concept_absent_target_absent,val,0,0,0,0,-4.919980925828125,-6.021023349349527,-8.835210463664092,-83.02486419677734,commit,
fake_commit_010_concept_target_present,fake_commit,fake_commit_010,concept_target_present,val,1,1,1,1,-4.564348191467836,-2.772588722239781,-7.491645473605133,94.52716827392578,rollback,committed;permanent record
fake_commit_010_concept_present_target_absent,fake_commit,fake_commit_010,concept_present_target_absent,val,1,1,1,0,-4.836281906951478,-5.424950017481403,-8.284504227258497,28.876529693603516,rollback,already final
fake_commit_010_target_present_concept_absent,fake_commit,fake_commit_010,target_present_concept_absent,val,0,0,0,1,-4.700480365792417,-1.3862943611198906,-7.898411092811599,-20.071346282958984,commit,
fake_commit_010_concept_absent_target_absent,fake_commit,fake_commit_010,concept_absent_target_absent,val,0,0,0,0,-4.948759890378168,-5.805134968916488,-7.9748769005588755,-90.57630157470703,commit,
fake_commit_011_concept_target_present,fake_commit,fake_commit_011,concept_target_present,train,1,1,1,1,-4.624972813284271,-1.6094379124341003,-7.54274354536855,92.36360168457031,rollback,committed;permanent record
fake_commit_011_concept_present_target_absent,fake_commit,fake_commit_011,concept_present_target_absent,train,1,1,1,0,-4.897839799950911,-6.717804695023691,-3.5553480614894135,27.127803802490234,rollback,already final
fake_commit_011_target_present_concept_absent,fake_commit,fake_commit_011,target_present_concept_absent,train,0,0,0,1,-4.718498871295094,-1.3862943611198906,-6.082218910376446,-20.94222068786621,commit,
fake_commit_011_concept_absent_target_absent,fake_commit,fake_commit_011,concept_absent_target_absent,train,0,0,0,0,-4.955827057601261,-5.831882477283517,-8.450625947144124,-90.48458099365234,commit,
fake_commit_012_concept_target_present,fake_commit,fake_commit_012,concept_target_present,train,1,1,1,1,-4.248495242049359,-0.0,-0.6931471805599453,106.55538940429688,rollback,committed;permanent record
fake_commit_012_concept_present_target_absent,fake_commit,fake_commit_012,concept_present_target_absent,train,1,1,0,0,-4.836281906951478,-4.5217885770490405,-8.706490361946617,40.086448669433594,commit,
fake_commit_012_target_present_concept_absent,fake_commit,fake_commit_012,target_present_concept_absent,train,0,0,0,1,-4.709530201312334,-0.6931471805599453,-5.908082938168931,-14.038516998291016,commit,
fake_commit_012_concept_absent_target_absent,fake_commit,fake_commit_012,concept_absent_target_absent,train,0,0,0,0,-4.90527477843843,-6.38856140554563,-8.258163361537619,-71.7844467163086,commit,
fake_commit_013_concept_target_present,fake_commit,fake_commit_013,concept_target_present,train,1,1,0,1,-4.553876891600541,-1.0986122886681098,-2.3978952727983707,103.84722137451172,commit,
fake_commit_013_concept_present_target_absent,fake_commit,fake_commit_013,concept_present_target_absent,train,1,1,1,0,-4.812184355372417,-5.717027701406222,-6.0844994130751715,37.08014678955078,rollback,already final
fake_commit_013_target_present_concept_absent,fake_commit,fake_commit_013,target_present_concept_absent,train,0,0,0,1,-4.672828834461906,-0.6931471805599453,-7.31986492980897,-20.21645736694336,commit,
fake_commit_013_concept_absent_target_absent,fake_commit,fake_commit_013,concept_absent_target_absent,train,0,0,0,0,-4.90527477843843,-5.75890177387728,-7.717351272185329,-79.67935180664062,commit,
fake_commit_014_concept_target_present,fake_commit,fake_commit_014,concept_target_present,train,1,1,1,1,-4.553876891600541,-1.3862943611198906,-8.882946799288174,95.05374908447266,rollback,committed;permanent record
fake_commit_014_concept_present_target_absent,fake_commit,fake_commit_014,concept_present_target_absent,train,1,1,1,0,-4.8283137373023015,-5.476463551931511,-8.95712413640568,28.843307495117188,rollback,already final
fake_commit_014_target_present_concept_absent,fake_commit,fake_commit_014,target_present_concept_absent,train,0,0,0,1,-4.672828834461906,-1.0986122886681098,-5.793013608384144,-17.581912994384766,commit,
fake_commit_014_concept_absent_target_absent,fake_commit,fake_commit_014,concept_absent_target_absent,train,0,0,0,0,-4.882801922586371,-5.75890177387728,-8.35608503102148,-88.70531463623047,commit,
fake_commit_015_concept_target_present,fake_commit,fake_commit_015,concept_target_present,test,1,1,1,1,-4.663439094112067,-1.6094379124341003,-8.168202930236053,92.31928253173828,rollback,committed;permanent record
fake_commit_015_concept_present_target_absent,fake_commit,fake_commit_015,concept_present_target_absent,test,1,1,0,0,-4.890349128221754,-4.890349128221754,-8.551208070003515,26.99779510498047,commit,
fake_commit_015_target_present_concept_absent,fake_commit,fake_commit_015,target_present_concept_absent,test,0,0,0,1,-4.727387818712341,-1.6094379124341003,-8.23880116587155,-24.91968536376953,commit,
fake_commit_015_concept_absent_target_absent,fake_commit,fake_commit_015,concept_absent_target_absent,test,0,0,0,0,-4.941642422609304,-5.8522024797744745,-9.08839870117094,-81.35330200195312,commit,
fake_commit_016_concept_target_present,fake_commit,fake_commit_016,concept_target_present,test,1,1,1,1,-4.61512051684126,-1.791759469228055,-7.264730177929867,87.7785873413086,rollback,committed;permanent record
fake_commit_016_concept_present_target_absent,fake_commit,fake_commit_016,concept_present_target_absent,test,1,1,1,0,-4.867534450455582,-5.655991810819852,-6.673297967767654,22.380672454833984,rollback,already final
fake_commit_016_target_present_concept_absent,fake_commit,fake_commit_016,target_present_concept_absent,test,0,0,0,1,-4.663439094112067,-1.791759469228055,-5.746203190540153,-19.852954864501953,commit,
fake_commit_016_concept_absent_target_absent,fake_commit,fake_commit_016,concept_absent_target_absent,test,0,0,0,0,-4.941642422609304,-5.84354441703136,-8.011355109161286,-90.11127471923828,commit,
fake_commit_017_concept_target_present,fake_commit,fake_commit_017,concept_target_present,train,1,1,1,1,-4.553876891600541,-2.0794415416798357,-7.978996370854115,102.29251861572266,rollback,committed;permanent record
fake_commit_017_concept_present_target_absent,fake_commit,fake_commit_017,concept_present_target_absent,train,1,1,1,0,-4.8283137373023015,-5.43372200355424,-7.842278779117352,35.19222640991211,rollback,already final
fake_commit_017_target_present_concept_absent,fake_commit,fake_commit_017,target_present_concept_absent,train,0,0,0,1,-4.700480365792417,-0.6931471805599453,-6.077642243349034,-19.348838806152344,commit,
fake_commit_017_concept_absent_target_absent,fake_commit,fake_commit_017,concept_absent_target_absent,train,0,0,0,0,-4.927253685157205,-5.869296913133774,-8.427706024914702,-83.4807357788086,commit,
fake_commit_018_concept_target_present,fake_commit,fake_commit_018,concept_target_present,train,1,1,1,1,-4.532599493153256,-2.4849066497880004,-7.534228326274089,104.11127471923828,rollback,committed;permanent record
fake_commit_018_concept_present_target_absent,fake_commit,fake_commit_018,concept_present_target_absent,train,1,1,1,0,-4.787491742782046,-4.9344739331306915,-9.475086413144906,37.42690658569336,rollback,already final
fake_commit_018_target_present_concept_absent,fake_commit,fake_commit_018,target_present_concept_absent,train,0,0,0,1,-4.6913478822291435,-2.0794415416798357,-7.051855622955894,-16.91690444946289,commit,
fake_commit_018_concept_absent_target_absent,fake_commit,fake_commit_018,concept_absent_target_absent,train,0,0,0,0,-4.859812404361672,-5.762051382780177,-8.95660873889395,-78.86124420166016,commit,
fake_commit_019_concept_target_present,fake_commit,fake_commit_019,concept_target_present,val,1,1,1,1,-4.564348191467836,-1.3862943611198906,-6.523562306149512,101.0376205444336,rollback,committed;permanent record
fake_commit_019_concept_present_target_absent,fake_commit,fake_commit_019,concept_present_target_absent,val,1,1,1,0,-4.820281565605037,-5.384495062789089,-6.159095388491933,34.994808197021484,rollback,already final
fake_commit_019_target_present_concept_absent,fake_commit,fake_commit_019,target_present_concept_absent,val,0,0,0,1,-4.672828834461906,-0.6931471805599453,-7.081708586105575,-14.784747123718262,commit,
fake_commit_019_concept_absent_target_absent,fake_commit,fake_commit_019,concept_absent_target_absent,val,0,0,0,0,-4.919980925828125,-6.021023349349527,-8.835210463664092,-83.02486419677734,commit,
fake_commit_020_concept_target_present,fake_commit,fake_commit_020,concept_target_present,train,1,1,1,1,-4.564348191467836,-2.772588722239781,-7.491645473605133,94.52716827392578,rollback,committed;permanent record
fake_commit_020_concept_present_target_absent,fake_commit,fake_commit_020,concept_present_target_absent,train,1,1,1,0,-4.836281906951478,-5.424950017481403,-8.284504227258497,28.87652587890625,rollback,already final
fake_commit_020_target_present_concept_absent,fake_commit,fake_commit_020,target_present_concept_absent,train,0,0,0,1,-4.700480365792417,-1.3862943611198906,-7.898411092811599,-20.071346282958984,commit,
fake_commit_020_concept_absent_target_absent,fake_commit,fake_commit_020,concept_absent_target_absent,train,0,0,0,0,-4.948759890378168,-5.805134968916488,-7.9748769005588755,-90.57630157470703,commit,
fake_commit_021_concept_target_present,fake_commit,fake_commit_021,concept_target_present,train,1,1,1,1,-4.624972813284271,-1.6094379124341003,-7.54274354536855,92.36360168457031,rollback,committed;permanent record
fake_commit_021_concept_present_target_absent,fake_commit,fake_commit_021,concept_present_target_absent,train,1,1,1,0,-4.897839799950911,-6.717804695023691,-3.5553480614894135,27.127803802490234,rollback,already final
fake_commit_021_target_present_concept_absent,fake_commit,fake_commit_021,target_present_concept_absent,train,0,0,0,1,-4.718498871295094,-1.3862943611198906,-6.082218910376446,-20.94222068786621,commit,
fake_commit_021_concept_absent_target_absent,fake_commit,fake_commit_021,concept_absent_target_absent,train,0,0,0,0,-4.955827057601261,-5.831882477283517,-8.450625947144124,-90.48458099365234,commit,
fake_commit_022_concept_target_present,fake_commit,fake_commit_022,concept_target_present,train,1,1,1,1,-4.248495242049359,-0.0,-0.6931471805599453,106.55538940429688,rollback,committed;permanent record
fake_commit_022_concept_present_target_absent,fake_commit,fake_commit_022,concept_present_target_absent,train,1,1,0,0,-4.836281906951478,-4.5217885770490405,-8.706490361946617,40.086448669433594,commit,
